##TITLE=EP142
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
399.264912  	93.234960 
401.193728  	95.607809 
403.122544  	85.905832 
405.051360  	81.356699 
406.980176  	78.939490 
408.908992  	79.039186 
410.837808  	75.538165 
412.766624  	73.128148 
414.695440  	72.587674 
416.624256  	68.629649 
418.553072  	66.374778 
420.481888  	65.437797 
422.410704  	67.223575 
424.339520  	70.473415 
426.268336  	74.921228 
428.197152  	76.242215 
430.125968  	76.261866 
432.054784  	76.680357 
433.983600  	75.185910 
435.912416  	75.051352 
437.841232  	75.909489 
439.770048  	75.341962 
441.698864  	74.472359 
443.627680  	74.658101 
445.556496  	74.377436 
447.485312  	74.504007 
449.414128  	75.228779 
451.342944  	74.241743 
453.271760  	74.264699 
455.200576  	74.891433 
457.129392  	74.104850 
459.058208  	74.634783 
460.987024  	75.526562 
462.915840  	76.217592 
464.844656  	77.091469 
466.773472  	76.114445 
468.702288  	75.337968 
470.631104  	75.410369 
472.559920  	75.026073 
474.488736  	75.889654 
476.417552  	76.757118 
478.346368  	77.040741 
480.275184  	77.305243 
482.204000  	77.097124 
484.132816  	76.510574 
486.061632  	76.715281 
487.990448  	77.437579 
489.919264  	76.990886 
491.848080  	76.919854 
493.776896  	77.272346 
495.705712  	77.364116 
497.634528  	77.858977 
499.563344  	77.622626 
501.492160  	76.815849 
503.420976  	77.208293 
505.349792  	76.977201 
507.278608  	76.763624 
509.207424  	77.659243 
511.136240  	78.127540 
513.065056  	78.126280 
514.993872  	77.783097 
516.922688  	77.187180 
518.851504  	77.417448 
520.780320  	79.151123 
522.709136  	80.379930 
524.637952  	79.626462 
526.566768  	79.392850 
528.495584  	80.263592 
530.424400  	80.325148 
532.353216  	80.363347 
534.282032  	80.033505 
536.210848  	79.599542 
538.139664  	79.177500 
540.068480  	78.842145 
541.997296  	79.178431 
543.926112  	78.961057 
545.854928  	78.122153 
547.783744  	77.731016 
549.712560  	77.984204 
551.641376  	78.090729 
553.570192  	78.147490 
555.499008  	78.161709 
557.427824  	78.081169 
559.356640  	77.753216 
561.285456  	77.646338 
563.214272  	77.853822 
565.143088  	77.717103 
567.071904  	77.530256 
569.000720  	77.814232 
570.929536  	78.092419 
572.858352  	78.228054 
574.787168  	77.675897 
576.715984  	77.521853 
578.644800  	77.780194 
580.573616  	77.595846 
582.502432  	78.137928 
584.431248  	78.912605 
586.360064  	79.427508 
588.288880  	79.763114 
590.217696  	79.307806 
592.146512  	79.055011 
594.075328  	79.561068 
596.004144  	80.033367 
597.932960  	79.806689 
599.861776  	79.558873 
601.790592  	80.044958 
603.719408  	80.118567 
605.648224  	79.893068 
607.577040  	79.861788 
609.505856  	79.997245 
611.434672  	79.983491 
613.363488  	79.869328 
615.292304  	79.647160 
617.221120  	79.544575 
619.149936  	79.723155 
621.078752  	79.690664 
623.007568  	79.307640 
624.936384  	78.927770 
626.865200  	78.731013 
628.794016  	78.569026 
630.722832  	78.342861 
632.651648  	77.872921 
634.580464  	77.425298 
636.509280  	77.044663 
638.438096  	76.449235 
640.366912  	75.453985 
642.295728  	74.484783 
644.224544  	73.511649 
646.153360  	73.756658 
648.082176  	75.228366 
650.010992  	76.759327 
651.939808  	77.538877 
653.868624  	77.962928 
655.797440  	78.142871 
657.726256  	78.184416 
659.655072  	78.203095 
661.583888  	78.198311 
663.512704  	78.526134 
665.441520  	78.741148 
667.370336  	78.402826 
669.299152  	78.014104 
671.227968  	78.285066 
673.156784  	78.224799 
675.085600  	77.727374 
677.014416  	76.969734 
678.943232  	77.311971 
680.872048  	77.132587 
682.800864  	76.721000 
684.729680  	76.522199 
686.658496  	76.367818 
688.587312  	76.367218 
690.516128  	76.552899 
692.444944  	76.696731 
694.373760  	76.539515 
696.302576  	75.910715 
698.231392  	75.255758 
700.160208  	74.812214 
702.089024  	74.395385 
704.017840  	74.366103 
