##TITLE=EP142
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
399.26491	63.41149
401.19373	68.60122
403.12254	72.94428
405.05136	74.94173
406.98018	75.30785
408.90899	77.51932
410.83781	75.74074
412.76662	75.54684
414.69544	72.76731
416.62426	68.5364
418.55307	66.1846
420.48189	68.55961
422.4107	70.81769
424.33952	72.92753
426.26834	74.87041
428.19715	75.74839
430.12597	75.80581
432.05478	74.90803
433.9836	73.5499
435.91242	74.43152
437.84123	75.62168
439.77005	74.18681
441.69886	73.17308
443.62768	73.79194
445.5565	74.02687
447.48531	74.91517
449.41413	75.71395
451.34294	73.86592
453.27176	73.11872
455.20058	72.35823
457.12939	70.08314
459.05821	71.84697
460.98702	73.5508
462.91584	74.70273
464.84466	76.19136
466.77347	75.23049
468.70229	74.50999
470.6311	74.29371
472.55992	73.21399
474.48874	74.38303
476.41755	75.41989
478.34637	76.13291
480.27518	76.63823
482.204	75.84891
484.13282	74.96308
486.06163	75.26187
487.99045	76.31447
489.91926	75.60478
491.84808	74.8861
493.7769	75.62881
495.70571	75.97089
497.63453	75.75773
499.56334	75.17817
501.49216	73.75926
503.42098	74.78291
505.34979	75.72615
507.27861	75.56935
509.20742	76.44458
511.13624	77.16865
513.06506	77.27212
514.99387	76.26405
516.92269	74.85368
518.8515	75.29619
520.78032	77.18199
522.70914	78.32061
524.63795	77.67003
526.56677	77.0419
528.49558	77.78151
530.4244	78.31937
532.35322	78.74218
534.28203	78.57991
536.21085	78.34928
538.13966	78.31459
540.06848	78.47017
541.9973	78.7774
543.92611	78.38402
545.85493	77.83479
547.78374	77.74672
549.71256	77.99557
551.64138	78.29532
553.57019	78.38989
555.49901	78.25375
557.42782	78.52512
559.35664	79.05337
561.28546	79.56459
563.21427	79.70067
565.14309	79.41321
567.0719	79.11562
569.00072	79.14009
570.92954	79.36589
572.85835	79.50528
574.78717	79.02016
576.71598	79.18325
578.6448	79.70104
580.57362	79.18658
582.50243	79.30992
584.43125	79.3545
586.36006	79.46933
588.28888	79.45129
590.2177	78.54637
592.14651	77.99107
594.07533	78.81373
596.00414	79.33668
597.93296	79.27437
599.86178	79.11053
601.79059	79.60177
603.71941	80.07988
605.64822	80.39058
607.57704	80.69636
